-0.771442,-0.401439
-0.799693,-0.455262
-0.789517,-0.46022
-0.792555,-0.44189
-0.796352,-0.422648
-0.793922,-0.422872
-0.792251,-0.422344
-0.792858,-0.415594
-0.790124,-0.419897
-0.770379,-0.462268
-0.750786,-0.514476
-0.750178,-0.515963
-0.761266,-0.48159
-0.780707,-0.425927
-0.782834,-0.420473
-0.778125,-0.432613
-0.772961,-0.446657
-0.768101,-0.458845
-0.770076,-0.454814
-0.773417,-0.446817
-0.773265,-0.447712
-0.780252,-0.429894
-0.79058,-0.40315
-0.797567,-0.385188
-0.797567,-0.385396
-0.789365,-0.409308
-0.772809,-0.456478
-0.769012,-0.466698
-0.769772,-0.464827
-0.778885,-0.441442
-0.808654,-0.358284
-0.812148,-0.348895
-0.810933,-0.352078
-0.799997,-0.383076
-0.780859,-0.434324
-0.760659,-0.489571
-0.752912,-0.509965
-0.75595,-0.501392
-0.764911,-0.476983
-0.770835,-0.46102
-0.762026,-0.485381
-0.744407,-0.532678
-0.735901,-0.555567
-0.725877,-0.58279
-0.742736,-0.538132
-0.742584,-0.538564
-0.79863,-0.389442
-0.847993,-0.247854
-0.849056,-0.244591
-0.847537,-0.24899
-0.820957,-0.324566
-0.789517,-0.41022
-0.789669,-0.409788
-0.798023,-0.385875
-0.807136,-0.35926
-0.806224,-0.362091
-0.754279,-0.502031
-0.732256,-0.55995
-0.7318,-0.561261
-0.77524,-0.440978
-0.797415,-0.380165
-0.798782,-0.37655
-0.748963,-0.512412
-0.728914,-0.567451
-0.728307,-0.569435
-0.752153,-0.507934
-0.770835,-0.460412
-0.771442,-0.459325
-0.740154,-0.549825
-0.711903,-0.626857
-0.711448,-0.628552
-0.718434,-0.619211
-0.901001,-0.120709
-0.913304,-0.0764031
-0.913304,-0.076243
-0.912089,-0.079874
-0.87275,-0.203196
-0.75838,-0.525
-0.737876,-0.564684
-0.731648,-0.575417
-0.717219,-0.602976
-0.70355,-0.631751
-0.703094,-0.632695
-0.704765,-0.626169
-0.712055,-0.603216
-0.770531,-0.405405
-0.831589,-0.22183
-0.840702,-0.192207
-0.840854,-0.191487
-0.841006,-0.191088
-0.794529,-0.320184
-0.69231,-0.558126
-0.688817,-0.565724
-0.688817,-0.565852
-0.690184,-0.559454
-0.688209,-0.556207
-0.686387,-0.556479
-0.685931,-0.553967
-0.68183,-0.561293
-0.66011,-0.587125
-0.650845,-0.591764
-0.650997,-0.582854
-0.650997,-0.577224
-0.647504,-0.580967
-0.502453,-0.834041
-0.438509,-0.927975
-0.438509,-0.927914
-0.440636,-0.925051
-0.632163,-0.368937
-0.688513,-0.0911665
-0.688513,-0.0912145
-0.688513,-0.0912944
-0.689576,-0.0938537
-0.67864,-0.108057
-0.427573,-0.342113
-0.194429,-0.77849
-0.194125,-0.783128
-0.1961,-0.780953
-0.20096,-0.764254
-0.308495,-0.50795
-0.562448,0.278543
-0.566549,0.290779
-0.566245,0.291867
-0.550905,0.261748
-0.336594,-0.176612
-0.0902353,-0.617004
-0.0900834,-0.617004
-0.102994,-0.589956
-0.297559,-0.156506
-0.518705,0.38539
-0.517034,0.383759
-0.510503,0.369667
-0.397044,0.140938
-0.322317,0.00531566
-0.321557,0.00528359
-0.334316,0.0379936
-0.370009,0.141402
-0.371528,0.150167
-0.392032,0.209589
-0.456735,0.363253
-0.459317,0.369395
-0.460684,0.372194
-0.423624,0.289468
-0.176354,-0.264953
-0.104968,-0.413211
-0.103753,-0.416282
-0.102082,-0.420713
-0.133067,-0.368473
-0.42089,0.141034
-0.471924,0.263892
-0.475265,0.270002
-0.45309,0.21098
-0.372439,-0.0110793
-0.18167,-0.473192
-0.166178,-0.511021
-0.175443,-0.497505
-0.214022,-0.436228
-0.243184,-0.399583
-0.236653,-0.419849
-0.215845,-0.465627
-0.158736,-0.606271
-0.139142,-0.645011
-0.129118,-0.664925
-0.104664,-0.709247
-0.0701864,-0.773771
-0.0700345,-0.773675
-0.0809703,-0.750115
-0.107702,-0.692884
-0.111044,-0.685127
-0.109829,-0.686262
-0.102386,-0.69917
-0.0594025,-0.777498
-0.0264433,-0.852309
-0.0199122,-0.865751
-0.0194566,-0.86775
-0.0232537,-0.864147
-0.0360121,-0.850671
-0.0367715,-0.852357
-0.0337338,-0.862262
-0.0139887,-0.913349
-0.0118623,-0.922044
-0.0183934,-0.910067
-0.0556054,-0.850594
-0.077325,-0.812399
-0.0777807,-0.813375
-0.0729203,-0.82206
-0.0668449,-0.836931
-0.0419356,-0.887335
-0.0231018,-0.91911
-0.0238612,-0.916323
-0.0429989,-0.878142
-0.0551497,-0.852037
-0.0501375,-0.860343
-0.0340376,-0.887184
-0.0341895,-0.885807
-0.0499856,-0.852518
-0.0878051,-0.776427
-0.091906,-0.768141
-0.084008,-0.782409
-0.0302405,-0.884577
-0.0126217,-0.918332
-0.0155075,-0.912922
-0.0516563,-0.845261
-0.0744392,-0.802067
-0.0726166,-0.805762
-0.0358602,-0.878512
-0.0253801,-0.898082
-0.0326706,-0.885466
-0.0329744,-0.883477
-0.00958401,-0.929856
0.0128951,-0.969925
0.0057565,-0.958287
-0.082641,-0.797572
-0.157673,-0.644627
-0.158584,-0.64378
-0.151141,-0.662622
-0.116663,-0.730393
0.00195932,-0.950929
0.0118319,-0.952702
0.00833845,-0.947657
0.00393379,-0.941785
-0.177266,-0.623914
-0.239387,-0.475432
-0.238931,-0.474984
-0.234375,-0.625113
-0.0926654,-0.957714
0.402634,-0.990254
0.46035,-0.990184
0.458072,-0.990033
0.39671,-0.986118
-0.104664,-0.916884
-0.336138,-0.497761
-0.334012,-0.273382
-0.332189,-0.27954
-0.325354,-0.294176
-0.209314,-0.545314
-0.126536,-0.704721
-0.126384,-0.706048
-0.129877,-0.698931
-0.131244,-0.697971
-0.122435,-0.882771
0.0774465,-0.97605
0.115874,-0.989058
0.121949,-0.990244
0.120582,-0.990148
-0.0388979,-0.910931
-0.13656,-0.691957
-0.145977,-0.668012
-0.0240132,-0.892341
0.0779022,-0.980958
-0.0211273,-0.915585
-0.763241,-0.399743
-0.78739,-0.462204
-0.772658,-0.480022
-0.779948,-0.454302
-0.808958,-0.35678
-0.808958,-0.35638
-0.797871,-0.384836
-0.770227,-0.44696
-0.769164,-0.448208
-0.767797,-0.452127
-0.725421,-0.555151
-0.719194,-0.571882
-0.720561,-0.568011
-0.837513,-0.245023
-0.84936,-0.20881
-0.848752,-0.210394
-0.71646,-0.577928
-0.641276,-0.767437
-0.641732,-0.766206
